Date,Open,High,Low,Close,Adj Close,Volume
2008-02-28,9.962460,9.962460,9.962460,9.962460,9.962460,0
2008-02-29,10.061300,10.061300,10.061300,10.061300,10.061300,0
2008-03-03,10.080100,10.080100,10.080100,10.080100,10.080100,0
2008-03-04,10.107100,10.107100,10.107100,10.107100,10.107100,0
2008-03-05,10.051700,10.051700,10.051700,10.051700,10.051700,0
2008-03-06,10.116600,10.116600,10.116600,10.116600,10.116600,0
2008-03-07,10.158400,10.158400,10.158400,10.158400,10.158400,0
2008-03-10,10.186800,10.186800,10.186800,10.186800,10.186800,0
2008-03-11,10.147100,10.147100,10.147100,10.147100,10.147100,0
2008-03-12,10.085400,10.085400,10.085400,10.085400,10.085400,0
2008-03-13,10.121200,10.121200,10.121200,10.121200,10.121200,0
2008-03-14,10.142500,10.142500,10.142500,10.142500,10.142500,0
2008-03-17,10.159600,10.159600,10.159600,10.159600,10.159600,0
2008-03-18,10.135600,10.135600,10.135600,10.135600,10.135600,0
2008-03-19,10.164700,10.164700,10.164700,10.164700,10.164700,0
2008-03-20,10.187000,10.187000,10.187000,10.187000,10.187000,0
2008-03-25,10.090300,10.090300,10.090300,10.090300,10.090300,0
2008-03-26,10.100300,10.100300,10.100300,10.100300,10.100300,0
2008-03-27,10.049900,10.049900,10.049900,10.049900,10.049900,0
2008-03-28,10.104000,10.104000,10.104000,10.104000,10.104000,0
2008-03-31,10.136600,10.136600,10.136600,10.136600,10.136600,0
2008-04-01,10.075000,10.075000,10.075000,10.075000,10.075000,0
2008-04-02,10.096100,10.096100,10.096100,10.096100,10.096100,0
2008-04-03,10.076300,10.076300,10.076300,10.076300,10.076300,0
2008-04-04,10.076400,10.076400,10.076400,10.076400,10.076400,0
2008-04-07,10.030400,10.030400,10.030400,10.030400,10.030400,0
2008-04-08,10.037600,10.037600,10.037600,10.037600,10.037600,0
2008-04-09,10.032000,10.032000,10.032000,10.032000,10.032000,0
2008-04-10,10.059000,10.059000,10.059000,10.059000,10.059000,0
2008-04-11,10.120000,10.120000,10.120000,10.120000,10.120000,0
2008-04-14,10.095300,10.095300,10.095300,10.095300,10.095300,0
2008-04-15,10.094200,10.094200,10.094200,10.094200,10.094200,0
2008-04-16,10.014400,10.014400,10.014400,10.014400,10.014400,0
2008-04-17,9.940290,9.940290,9.940290,9.940290,9.940290,0
2008-04-18,9.897890,9.897890,9.897890,9.897890,9.897890,0
2008-04-21,9.941920,9.941920,9.941920,9.941920,9.941920,0
2008-04-22,9.938300,9.938300,9.938300,9.938300,9.938300,0
2008-04-23,9.964490,9.964490,9.964490,9.964490,9.964490,0
2008-04-24,9.892680,9.892680,9.892680,9.892680,9.892680,0
2008-04-25,9.905530,9.905530,9.905530,9.905530,9.905530,0
2008-04-28,9.932870,9.932870,9.932870,9.932870,9.932870,0
2008-04-29,9.971030,9.971030,9.971030,9.971030,9.971030,0
2008-04-30,9.771310,9.771310,9.771310,9.771310,9.771310,0
2008-05-01,9.803400,9.803400,9.803400,9.803400,9.803400,0
2008-05-02,9.721310,9.721310,9.721310,9.721310,9.721310,0
2008-05-06,9.773260,9.773260,9.773260,9.773260,9.773260,0
2008-05-07,9.740400,9.740400,9.740400,9.740400,9.740400,0
2008-05-08,9.808790,9.808790,9.808790,9.808790,9.808790,0
2008-05-09,9.830980,9.830980,9.830980,9.830980,9.830980,0
2008-05-12,9.823870,9.823870,9.823870,9.823870,9.823870,0
2008-05-13,9.764560,9.764560,9.764560,9.764560,9.764560,0
2008-05-14,9.697370,9.697370,9.697370,9.697370,9.697370,0
2008-05-15,9.684620,9.684620,9.684620,9.684620,9.684620,0
2008-05-16,9.748790,9.748790,9.748790,9.748790,9.748790,0
2008-05-19,9.694150,9.694150,9.694150,9.694150,9.694150,0
2008-05-20,9.721050,9.721050,9.721050,9.721050,9.721050,0
2008-05-21,9.667700,9.667700,9.667700,9.667700,9.667700,0
2008-05-22,9.630220,9.630220,9.630220,9.630220,9.630220,0
2008-05-23,9.657000,9.657000,9.657000,9.657000,9.657000,0
2008-05-27,9.646220,9.646220,9.646220,9.646220,9.646220,0
2008-05-28,9.621570,9.621570,9.621570,9.621570,9.621570,0
2008-05-29,9.594410,9.594410,9.594410,9.594410,9.594410,0
2008-05-30,9.626510,9.626510,9.626510,9.626510,9.626510,0
2008-06-02,9.625310,9.625310,9.625310,9.625310,9.625310,0
2008-06-03,9.575470,9.575470,9.575470,9.575470,9.575470,0
2008-06-04,9.647150,9.647150,9.647150,9.647150,9.647150,0
2008-06-05,9.574530,9.574530,9.574530,9.574530,9.574530,0
2008-06-06,9.609280,9.609280,9.609280,9.609280,9.609280,0
2008-06-09,9.528530,9.528530,9.528530,9.528530,9.528530,0
2008-06-10,9.536290,9.536290,9.536290,9.536290,9.536290,0
2008-06-11,9.520920,9.520920,9.520920,9.520920,9.520920,0
2008-06-12,9.517830,9.517830,9.517830,9.517830,9.517830,0
2008-06-13,9.441890,9.441890,9.441890,9.441890,9.441890,0
2008-06-16,9.491660,9.491660,9.491660,9.491660,9.491660,0
2008-06-17,9.518460,9.518460,9.518460,9.518460,9.518460,0
2008-06-18,9.533680,9.533680,9.533680,9.533680,9.533680,0
2008-06-19,9.478300,9.478300,9.478300,9.478300,9.478300,0
2008-06-20,9.532840,9.532840,9.532840,9.532840,9.532840,0
2008-06-23,9.540780,9.540780,9.540780,9.540780,9.540780,0
2008-06-24,9.528290,9.528290,9.528290,9.528290,9.528290,0
2008-06-25,9.572730,9.572730,9.572730,9.572730,9.572730,0
2008-06-26,9.652500,9.652500,9.652500,9.652500,9.652500,0
2008-06-27,9.620890,9.620890,9.620890,9.620890,9.620890,0
2008-06-30,9.559440,9.559440,9.559440,9.559440,9.559440,0
2008-07-01,9.528010,9.528010,9.528010,9.528010,9.528010,0
2008-07-02,9.560320,9.560320,9.560320,9.560320,9.560320,0
2008-07-03,9.613960,9.613960,9.613960,9.613960,9.613960,0
2008-07-04,9.663240,9.663240,9.663240,9.663240,9.663240,0
2008-07-07,9.695050,9.695050,9.695050,9.695050,9.695050,0
2008-07-08,9.694340,9.694340,9.694340,9.694340,9.694340,0
2008-07-09,9.721930,9.721930,9.721930,9.721930,9.721930,0
2008-07-10,9.739420,9.739420,9.739420,9.739420,9.739420,0
2008-07-11,9.713500,9.713500,9.713500,9.713500,9.713500,0
2008-07-14,9.715260,9.715260,9.715260,9.715260,9.715260,0
2008-07-15,9.731930,9.731930,9.731930,9.731930,9.731930,0
2008-07-16,9.715840,9.715840,9.715840,9.715840,9.715840,0
2008-07-17,9.713680,9.713680,9.713680,9.713680,9.713680,0
2008-07-18,9.618360,9.618360,9.618360,9.618360,9.618360,0
2008-07-21,9.616410,9.616410,9.616410,9.616410,9.616410,0
2008-07-22,9.656950,9.656950,9.656950,9.656950,9.656950,0
2008-07-23,9.638200,9.638200,9.638200,9.638200,9.638200,0
2008-07-24,9.687000,9.687000,9.687000,9.687000,9.687000,0
2008-07-25,9.676240,9.676240,9.676240,9.676240,9.676240,0
2008-07-28,9.708170,9.708170,9.708170,9.708170,9.708170,0
2008-07-29,9.744200,9.744200,9.744200,9.744200,9.744200,0
2008-07-30,9.779590,9.779590,9.779590,9.779590,9.779590,0
2008-07-31,9.790610,9.790610,9.790610,9.790610,9.790610,0
2008-08-01,9.753050,9.753050,9.753050,9.753050,9.753050,0
2008-08-04,9.775850,9.775850,9.775850,9.775850,9.775850,0
2008-08-05,9.800410,9.800410,9.800410,9.800410,9.800410,0
2008-08-06,9.833950,9.833950,9.833950,9.833950,9.833950,0
2008-08-07,9.873990,9.873990,9.873990,9.873990,9.873990,0
2008-08-08,9.872080,9.872080,9.872080,9.872080,9.872080,0
2008-08-11,9.860920,9.860920,9.860920,9.860920,9.860920,0
2008-08-12,9.911460,9.911460,9.911460,9.911460,9.911460,0
2008-08-13,9.918010,9.918010,9.918010,9.918010,9.918010,0
2008-08-14,9.887150,9.887150,9.887150,9.887150,9.887150,0
2008-08-15,9.925030,9.925030,9.925030,9.925030,9.925030,0
2008-08-18,9.918030,9.918030,9.918030,9.918030,9.918030,0
2008-08-19,9.922730,9.922730,9.922730,9.922730,9.922730,0
2008-08-20,9.936000,9.936000,9.936000,9.936000,9.936000,0
2008-08-21,9.932450,9.932450,9.932450,9.932450,9.932450,0
2008-08-22,9.905100,9.905100,9.905100,9.905100,9.905100,0
2008-08-26,9.979620,9.979620,9.979620,9.979620,9.979620,0
2008-08-27,9.971780,9.971780,9.971780,9.971780,9.971780,0
2008-08-28,9.982530,9.982530,9.982530,9.982530,9.982530,0
2008-08-29,9.991680,9.991680,9.991680,9.991680,9.991680,0
2008-09-01,10.003500,10.003500,10.003500,10.003500,10.003500,0
2008-09-02,9.979850,9.979850,9.979850,9.979850,9.979850,0
2008-09-03,9.979660,9.979660,9.979660,9.979660,9.979660,0
2008-09-04,10.022500,10.022500,10.022500,10.022500,10.022500,0
2008-09-05,10.067500,10.067500,10.067500,10.067500,10.067500,0
2008-09-08,9.999060,9.999060,9.999060,9.999060,9.999060,0
2008-09-09,10.027600,10.027600,10.027600,10.027600,10.027600,0
2008-09-10,10.016400,10.016400,10.016400,10.016400,10.016400,0
2008-09-11,10.008500,10.008500,10.008500,10.008500,10.008500,0
2008-09-12,9.906510,9.906510,9.906510,9.906510,9.906510,0
2008-09-15,9.995950,9.995950,9.995950,9.995950,9.995950,0
2008-09-16,10.035900,10.035900,10.035900,10.035900,10.035900,0
2008-09-17,10.067300,10.067300,10.067300,10.067300,10.067300,0
2008-09-18,10.061800,10.061800,10.061800,10.061800,10.061800,0
2008-09-19,9.937660,9.937660,9.937660,9.937660,9.937660,0
2008-09-22,9.876750,9.876750,9.876750,9.876750,9.876750,0
2008-09-23,9.885470,9.885470,9.885470,9.885470,9.885470,0
2008-09-24,9.945590,9.945590,9.945590,9.945590,9.945590,0
2008-09-25,9.900880,9.900880,9.900880,9.900880,9.900880,0
2008-09-26,9.936830,9.936830,9.936830,9.936830,9.936830,0
2008-09-29,10.035100,10.035100,10.035100,10.035100,10.035100,0
2008-09-30,9.999170,9.999170,9.999170,9.999170,9.999170,0
2008-10-01,10.043500,10.043500,10.043500,10.043500,10.043500,0
2008-10-02,10.095400,10.095400,10.095400,10.095400,10.095400,0
2008-10-03,10.096400,10.096400,10.096400,10.096400,10.096400,0
2008-10-06,10.239000,10.239000,10.239000,10.239000,10.239000,0
2008-10-07,10.217600,10.217600,10.217600,10.217600,10.217600,0
2008-10-08,10.189200,10.189200,10.189200,10.189200,10.189200,0
2008-10-09,10.102700,10.102700,10.102700,10.102700,10.102700,0
2008-10-10,10.011200,10.011200,10.011200,10.011200,10.011200,0
2008-10-13,9.841770,9.841770,9.841770,9.841770,9.841770,0
2008-10-14,9.785650,9.785650,9.785650,9.785650,9.785650,0
2008-10-15,9.831560,9.831560,9.831560,9.831560,9.831560,0
2008-10-16,9.882710,9.882710,9.882710,9.882710,9.882710,0
2008-10-17,9.964630,9.964630,9.964630,9.964630,9.964630,0
2008-10-20,9.995170,9.995170,9.995170,9.995170,9.995170,0
2008-10-21,9.977580,9.977580,9.977580,9.977580,9.977580,0
2008-10-22,10.051100,10.051100,10.051100,10.051100,10.051100,0
2008-10-23,10.058600,10.058600,10.058600,10.058600,10.058600,0
2008-10-24,10.154100,10.154100,10.154100,10.154100,10.154100,0
2008-10-27,10.123300,10.123300,10.123300,10.123300,10.123300,0
2008-10-28,10.081600,10.081600,10.081600,10.081600,10.081600,0
2008-10-29,9.857700,9.857700,9.857700,9.857700,9.857700,0
2008-10-30,9.858470,9.858470,9.858470,9.858470,9.858470,0
2008-10-31,9.802090,9.802090,9.802090,9.802090,9.802090,0
2008-11-03,9.809470,9.809470,9.809470,9.809470,9.809470,0
2008-11-04,9.812320,9.812320,9.812320,9.812320,9.812320,0
2008-11-05,9.845540,9.845540,9.845540,9.845540,9.845540,0
2008-11-06,9.869870,9.869870,9.869870,9.869870,9.869870,0
2008-11-07,9.961480,9.961480,9.961480,9.961480,9.961480,0
2008-11-10,9.938510,9.938510,9.938510,9.938510,9.938510,0
2008-11-11,9.913020,9.913020,9.913020,9.913020,9.913020,0
2008-11-12,9.969990,9.969990,9.969990,9.969990,9.969990,0
2008-11-13,9.993560,9.993560,9.993560,9.993560,9.993560,0
2008-11-14,10.006600,10.006600,10.006600,10.006600,10.006600,0
2008-11-17,9.964320,9.964320,9.964320,9.964320,9.964320,0
2008-11-18,9.968790,9.968790,9.968790,9.968790,9.968790,0
2008-11-19,10.009700,10.009700,10.009700,10.009700,10.009700,0
2008-11-20,10.130800,10.130800,10.130800,10.130800,10.130800,0
2008-11-21,10.195300,10.195300,10.195300,10.195300,10.195300,0
2008-11-24,10.153700,10.153700,10.153700,10.153700,10.153700,0
2008-11-25,10.189200,10.189200,10.189200,10.189200,10.189200,0
2008-11-26,10.265900,10.265900,10.265900,10.265900,10.265900,0
2008-11-27,10.273500,10.273500,10.273500,10.273500,10.273500,0
2008-11-28,10.235900,10.235900,10.235900,10.235900,10.235900,0
2008-12-01,10.306600,10.306600,10.306600,10.306600,10.306600,0
2008-12-02,10.446600,10.446600,10.446600,10.446600,10.446600,0
2008-12-03,10.554700,10.554700,10.554700,10.554700,10.554700,0
2008-12-04,10.521800,10.521800,10.521800,10.521800,10.521800,0
2008-12-05,10.512600,10.512600,10.512600,10.512600,10.512600,0
2008-12-08,10.359400,10.359400,10.359400,10.359400,10.359400,0
2008-12-09,10.356500,10.356500,10.356500,10.356500,10.356500,0
2008-12-10,10.364100,10.364100,10.364100,10.364100,10.364100,0
2008-12-11,10.332500,10.332500,10.332500,10.332500,10.332500,0
2008-12-12,10.321100,10.321100,10.321100,10.321100,10.321100,0
2008-12-15,10.410600,10.410600,10.410600,10.410600,10.410600,0
2008-12-16,10.471700,10.471700,10.471700,10.471700,10.471700,0
2008-12-17,10.620300,10.620300,10.620300,10.620300,10.620300,0
2008-12-18,10.621400,10.621400,10.621400,10.621400,10.621400,0
2008-12-19,10.624200,10.624200,10.624200,10.624200,10.624200,0
2008-12-22,10.684700,10.684700,10.684700,10.684700,10.684700,0
2008-12-23,10.683300,10.683300,10.683300,10.683300,10.683300,0
2008-12-24,10.746600,10.746600,10.746600,10.746600,10.746600,0
2008-12-29,10.699000,10.699000,10.699000,10.699000,10.699000,0
2008-12-30,10.710200,10.710200,10.710200,10.710200,10.710200,0
2008-12-31,10.767700,10.767700,10.767700,10.767700,10.767700,0
2009-01-02,10.755000,10.810000,10.755000,10.755000,10.755000,228103
2009-01-05,10.720000,10.730000,10.685000,10.680000,10.680000,197458
2009-01-06,10.680000,10.685000,10.545000,10.540000,10.540000,851139
2009-01-07,10.575000,10.600000,10.545000,10.555000,10.555000,648650
2009-01-08,10.565000,10.635000,10.545000,10.615000,10.615000,563983
2009-01-09,10.635000,10.695000,10.620000,10.685000,10.685000,869958
2009-01-12,10.640000,10.690000,10.620000,10.690000,10.690000,379957
2009-01-13,10.695000,10.695000,10.590000,10.625000,10.625000,105265
2009-01-14,10.565000,10.660000,10.545000,10.610000,10.610000,260834
2009-01-15,10.605000,10.650000,10.595000,10.610000,10.610000,312519
2009-01-16,10.555000,10.595000,10.470000,10.490000,10.490000,92711
2009-01-19,10.320000,10.395000,10.320000,10.350000,10.350000,790217
2009-01-20,10.305000,10.305000,10.200000,10.295000,10.295000,603924
2009-01-21,10.340000,10.375000,10.290000,10.325000,10.325000,398041
2009-01-22,10.255000,10.290000,10.235000,10.280000,10.280000,329079
2009-01-23,10.310000,10.310000,10.155000,10.150000,10.150000,2129367
2009-01-26,10.160000,10.175000,10.095000,10.135000,10.135000,553953
2009-01-27,10.170000,10.220000,10.135000,10.220000,10.220000,149152
2009-01-28,10.225000,10.320000,10.225000,10.295000,10.295000,171896
2009-01-29,10.290000,10.300000,10.245000,10.280000,10.280000,639664
2009-01-30,10.265000,10.285000,10.260000,10.270000,10.270000,122970
2009-02-02,10.280000,10.310000,10.280000,10.290000,10.290000,586955
2009-02-03,10.280000,10.290000,10.240000,10.235000,10.235000,197958
2009-02-04,10.235000,10.305000,10.220000,10.255000,10.255000,239848
2009-02-05,10.260000,10.595000,10.200000,10.325000,10.325000,114274
2009-02-06,10.310000,10.375000,10.275000,10.335000,10.335000,144164
2009-02-09,10.340000,10.340000,10.295000,10.325000,10.325000,199952
2009-02-10,10.325000,10.420000,10.320000,10.410000,10.410000,148704
2009-02-11,10.465000,10.925000,10.465000,10.525000,10.525000,174610
2009-02-12,10.560000,10.665000,10.560000,10.630000,10.630000,884503
2009-02-13,10.485000,10.630000,10.485000,10.585000,10.585000,206632
2009-02-16,10.600000,10.625000,10.585000,10.605000,10.605000,119031
2009-02-17,10.650000,10.670000,10.615000,10.660000,10.660000,217671
2009-02-18,10.670000,10.715000,10.630000,10.620000,10.620000,1002179
2009-02-19,10.580000,10.615000,10.530000,10.560000,10.560000,95573
2009-02-20,10.570000,10.595000,10.545000,10.580000,10.580000,401539
2009-02-23,10.515000,10.560000,10.510000,10.510000,10.510000,459140
2009-02-24,10.560000,10.595000,10.555000,10.585000,10.585000,194917
2009-02-25,10.555000,10.570000,10.535000,10.530000,10.530000,325895
2009-02-26,10.520000,10.520000,10.440000,10.435000,10.435000,129789
2009-02-27,10.880000,10.880000,10.160000,10.430000,10.430000,645060
2009-03-02,10.440000,10.505000,10.425000,10.465000,10.465000,187081
2009-03-03,10.450000,10.945000,10.420000,10.470000,10.470000,252928
2009-03-04,10.015000,10.430000,10.015000,10.370000,10.370000,434676
2009-03-05,10.300000,10.690000,10.300000,10.555000,10.555000,354848
2009-03-06,10.815000,10.995000,10.680000,10.835000,10.835000,714863
2009-03-09,10.835000,10.945000,10.770000,10.770000,10.770000,769099
2009-03-10,10.800000,10.850000,10.770000,10.780000,10.780000,2007966
2009-03-11,10.795000,10.825000,10.770000,10.815000,10.815000,249378
2009-03-12,10.830000,10.915000,10.795000,10.900000,10.900000,2442198
2009-03-13,10.890000,10.920000,10.855000,10.905000,10.905000,1189198
2009-03-16,10.860000,10.905000,10.455000,10.820000,10.820000,665492
2009-03-17,10.330000,10.845000,10.330000,10.770000,10.770000,196017
2009-03-18,10.690000,10.810000,10.690000,10.755000,10.755000,193020
2009-03-19,10.410000,10.870000,10.410000,10.795000,10.795000,301755
2009-03-20,10.750000,10.855000,10.750000,10.840000,10.840000,271655
2009-03-23,10.815000,10.825000,10.730000,10.745000,10.745000,355632
2009-03-24,10.660000,10.970000,10.575000,10.590000,10.590000,321067
2009-03-25,10.510000,10.600000,10.400000,10.520000,10.520000,317702
2009-03-26,10.445000,10.585000,10.445000,10.560000,10.560000,345278
2009-03-27,10.520000,10.600000,10.520000,10.580000,10.580000,328125
2009-03-30,10.610000,10.690000,10.605000,10.640000,10.640000,167473
2009-03-31,10.680000,10.690000,10.640000,10.680000,10.680000,157080
2009-04-01,10.700000,10.790000,10.700000,10.750000,10.750000,276399
2009-04-02,10.625000,10.730000,10.525000,10.565000,10.565000,248271
2009-04-03,10.550000,10.605000,10.530000,10.525000,10.525000,154780
2009-04-06,10.495000,10.520000,10.490000,10.520000,10.520000,198301
2009-04-07,10.510000,10.540000,10.485000,10.510000,10.510000,676313
2009-04-08,10.530000,10.595000,10.530000,10.575000,10.575000,881396
2009-04-09,10.555000,10.610000,10.545000,10.615000,10.615000,771084
2009-04-14,10.625000,10.690000,10.625000,10.650000,10.650000,144596
2009-04-15,10.670000,10.670000,10.600000,10.595000,10.595000,219849
2009-04-16,10.575000,10.605000,10.540000,10.610000,10.610000,159085
2009-04-17,10.605000,10.605000,10.465000,10.465000,10.465000,227441
2009-04-20,10.525000,10.640000,10.495000,10.625000,10.625000,191512
2009-04-21,10.665000,10.665000,10.465000,10.555000,10.555000,421358
2009-04-22,10.510000,10.540000,10.415000,10.485000,10.485000,703435
2009-04-23,10.480000,10.490000,10.375000,10.470000,10.470000,810064
2009-04-24,10.465000,10.525000,10.410000,10.515000,10.515000,320626
2009-04-27,10.605000,10.605000,10.545000,10.555000,10.555000,341996
2009-04-28,10.400000,10.430000,10.315000,10.400000,10.400000,416155
2009-04-29,10.365000,10.465000,10.360000,10.360000,10.360000,285726
2009-04-30,10.330000,10.350000,10.285000,10.310000,10.310000,320623
2009-05-01,10.380000,10.385000,10.305000,10.315000,10.315000,179290
2009-05-05,10.320000,10.340000,10.295000,10.320000,10.320000,702493
2009-05-06,10.325000,10.330000,10.275000,10.285000,10.285000,428051
2009-05-07,10.260000,10.270000,10.175000,10.260000,10.260000,700091
2009-05-08,10.260000,10.315000,10.185000,10.255000,10.255000,475920
2009-05-11,10.255000,10.310000,10.255000,10.270000,10.270000,313663
2009-05-12,10.265000,10.280000,10.225000,10.270000,10.270000,243465
2009-05-13,10.140000,10.400000,10.140000,10.365000,10.365000,456829
2009-05-14,10.340000,10.430000,10.340000,10.390000,10.390000,1090421
2009-05-15,10.390000,10.410000,10.340000,10.345000,10.345000,197817
2009-05-18,10.310000,10.400000,10.310000,10.375000,10.375000,316183
2009-05-19,10.325000,10.380000,10.150000,10.350000,10.350000,197214
2009-05-20,10.365000,10.375000,10.295000,10.305000,10.305000,432299
2009-05-21,10.285000,10.290000,10.235000,10.240000,10.240000,398485
2009-05-22,10.150000,10.225000,10.150000,10.190000,10.190000,337689
2009-05-26,10.250000,10.310000,10.150000,10.235000,10.235000,412587
2009-05-27,10.225000,10.290000,10.205000,10.225000,10.225000,272617
2009-05-28,10.250000,10.250000,10.160000,10.215000,10.215000,71130
2009-05-29,10.240000,10.270000,10.240000,10.255000,10.255000,89304
2009-06-01,10.245000,10.250000,10.150000,10.175000,10.175000,253837
2009-06-02,10.205000,10.235000,10.160000,10.170000,10.170000,377962
2009-06-03,10.115000,10.240000,9.985000,10.210000,10.210000,1032312
2009-06-04,10.190000,10.240000,10.190000,10.190000,10.190000,241944
2009-06-05,10.085000,10.190000,10.070000,10.155000,10.155000,550918
2009-06-08,10.050000,10.230000,10.050000,10.200000,10.200000,73728
2009-06-09,10.200000,10.240000,10.200000,10.230000,10.230000,478344
2009-06-10,10.185000,10.190000,10.155000,10.165000,10.165000,318300
2009-06-11,10.130000,10.130000,10.050000,10.115000,10.115000,244941
2009-06-12,10.160000,10.160000,10.115000,10.130000,10.130000,204683
2009-06-15,10.165000,10.185000,10.125000,10.175000,10.175000,369689
2009-06-16,10.190000,10.210000,10.145000,10.180000,10.180000,211180
2009-06-17,10.205000,10.250000,10.195000,10.250000,10.250000,290032
2009-06-18,10.260000,10.295000,10.210000,10.245000,10.245000,197482
2009-06-19,10.250000,10.250000,10.250000,10.250000,10.250000,332549
2009-06-22,10.220000,10.220000,10.220000,10.335000,10.335000,162725
2009-06-23,10.270000,10.270000,10.270000,10.315000,10.315000,514183
2009-06-24,10.370000,10.380000,10.295000,10.310000,10.310000,630508
2009-06-25,10.260000,10.380000,10.260000,10.315000,10.315000,305339
2009-06-26,10.355000,10.365000,10.275000,10.335000,10.335000,233548
2009-06-29,10.330000,10.395000,10.330000,10.395000,10.395000,289168
2009-06-30,10.385000,10.385000,10.295000,10.320000,10.320000,163019
2009-07-01,10.310000,10.350000,10.225000,10.250000,10.250000,80144
2009-07-02,10.210000,10.310000,10.210000,10.290000,10.290000,121223
2009-07-03,10.295000,10.305000,10.265000,10.295000,10.295000,78272
2009-07-06,10.370000,10.370000,10.290000,10.290000,10.290000,190116
2009-07-07,10.315000,10.340000,10.315000,10.345000,10.345000,280608
2009-07-08,10.400000,10.425000,10.385000,10.390000,10.390000,211876
2009-07-09,10.425000,10.440000,10.295000,10.285000,10.285000,240339
2009-07-10,10.270000,10.355000,10.240000,10.355000,10.355000,475307
2009-07-13,10.370000,10.390000,10.355000,10.390000,10.390000,170666
2009-07-14,10.365000,10.365000,10.270000,10.350000,10.350000,83269
2009-07-15,10.335000,10.335000,10.275000,10.275000,10.275000,171010
2009-07-16,10.270000,10.315000,10.240000,10.310000,10.310000,92006
2009-07-17,10.310000,10.310000,10.265000,10.265000,10.265000,305812
2009-07-20,10.220000,10.250000,10.200000,10.225000,10.225000,376127
2009-07-21,10.265000,10.275000,10.200000,10.265000,10.265000,123845
2009-07-22,10.310000,10.310000,10.175000,10.220000,10.220000,192110
2009-07-23,10.195000,10.230000,10.120000,10.130000,10.130000,318909
2009-07-24,10.145000,10.155000,10.130000,10.135000,10.135000,234628
2009-07-27,10.150000,10.170000,10.130000,10.160000,10.160000,412536
2009-07-28,10.145000,10.190000,10.145000,10.165000,10.165000,182159
2009-07-29,10.105000,10.165000,10.105000,10.135000,10.135000,166146
2009-07-30,10.135000,10.165000,10.115000,10.145000,10.145000,129899
2009-07-31,10.175000,10.275000,10.165000,10.245000,10.245000,94570
2009-08-03,10.200000,10.255000,10.165000,10.190000,10.190000,229001
2009-08-04,10.170000,10.240000,10.170000,10.205000,10.205000,236756
2009-08-05,10.200000,10.255000,10.200000,10.255000,10.255000,100305
2009-08-06,10.225000,10.400000,10.205000,10.340000,10.340000,157354
